CLIENTNUM,Attrition_Flag,Customer_Age,Dependent_count,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,new_Credit_Limit,new_Avg_Utilization_Ratio,new_Avg_Open_To_Buy,new_level_Education_Level,new_level_Gender,new_level_Income_Category,new_level_Marital_Status
779906658,Existing Customer,40.0,4.0,Blue,24.0,3.0,2.0,4.0,1192.0,0.745,3142.0,62.0,0.824,0.00049554,0.9995,18806.0,0.063,17614.0,Others,M,Others,Single
772341783,Attrited Customer,45.0,3.0,Blue,35.0,3.0,2.0,6.0,2517.0,0.597,1801.0,48.0,0.548,0.999,0.00099804,3512.0,0.717,995.0,High School,F,Others,Single
711491283,Existing Customer,44.0,3.0,Blue,36.0,4.0,3.0,0.0,1264.0,0.671,2959.0,63.0,0.8,9.9638e-05,0.9999,1975.0,0.64,711.0,Others,F,Less than $40K,Married
720211533,Existing Customer,41.0,4.0,Blue,33.0,5.0,2.0,3.0,821.0,0.931,4713.0,77.0,1.026,0.00020643,0.99979,2888.0,0.284,2067.0,Uneducated,F,Less than $40K,Married
715409733,Attrited Customer,47.0,4.0,Blue,36.0,2.0,2.0,3.0,0.0,0.752,2385.0,33.0,0.375,0.9949,0.0051,2263.0,0.0,2263.0,College,F,Less than $40K,Single
710974308,Existing Customer,38.0,1.0,Blue,36.0,3.0,3.0,4.0,1671.0,0.938,3587.0,66.0,0.571,0.00048435,0.99952,26792.0,0.062,25121.0,Graduate,M,$80K - $120K,Others
715732533,Attrited Customer,52.0,4.0,Blue,36.0,4.0,1.0,3.0,1625.0,0.532,2108.0,51.0,0.5,0.98981,0.01019,9375.0,0.173,7750.0,Graduate,M,$60K - $80K,Married
713722608,Attrited Customer,48.0,2.0,Blue,35.0,3.0,1.0,4.0,2514.0,0.341,1757.0,35.0,0.4,0.99428,0.00572,2806.0,0.896,292.0,Others,F,Less than $40K,Others
709101258,Attrited Customer,41.0,2.0,Blue,28.0,4.0,2.0,2.0,524.0,0.751,2180.0,46.0,0.643,0.99104,0.00896,1478.0,0.355,954.0,High School,F,Less than $40K,Others
708588408,Existing Customer,53.0,3.0,Blue,36.0,6.0,2.0,2.0,1607.0,0.524,4421.0,74.0,0.542,0.00012144,0.99988,6836.0,0.235,5229.0,Uneducated,M,$60K - $80K,Single
721427358,Attrited Customer,47.0,4.0,Blue,28.0,6.0,1.0,3.0,0.0,0.507,2108.0,47.0,0.516,0.99072,0.00928,8757.0,0.0,8757.0,Others,M,$80K - $120K,Others
717099408,Existing Customer,40.0,3.0,Blue,29.0,6.0,3.0,2.0,0.0,0.729,4583.0,87.0,0.851,0.00018665,0.99981,10529.0,0.0,10529.0,Graduate,M,$60K - $80K,Married
715155033,Existing Customer,61.0,0.0,Blue,49.0,6.0,1.0,4.0,975.0,0.807,5224.0,85.0,0.667,0.00013184,0.99987,2122.0,0.459,1147.0,High School,M,$40K - $60K,Single
789586833,Existing Customer,45.0,3.0,Blue,38.0,5.0,2.0,1.0,1732.0,0.638,4053.0,85.0,0.635,8.381e-05,0.99992,2883.0,0.601,1151.0,Others,F,Others,Married
709338633,Attrited Customer,56.0,1.0,Blue,37.0,2.0,4.0,3.0,0.0,0.493,1542.0,45.0,0.607,0.9971,0.00290471,2339.0,0.0,2339.0,Graduate,F,$40K - $60K,Single
714106833,Existing Customer,57.0,3.0,Blue,47.0,6.0,3.0,1.0,2290.0,0.962,4239.0,69.0,0.683,0.00011256,0.99989,5225.0,0.438,2935.0,Graduate,F,Less than $40K,Others
741116058,Existing Customer,48.0,2.0,Blue,41.0,5.0,2.0,4.0,1399.0,0.559,2144.0,42.0,0.909,0.00032656,0.99967,2582.0,0.542,1183.0,Graduate,M,$40K - $60K,Married
813755658,Existing Customer,60.0,1.0,Blue,55.0,6.0,2.0,1.0,0.0,0.682,3598.0,72.0,0.532,6.4428e-05,0.99994,11524.0,0.0,11524.0,Graduate,M,$80K - $120K,Single
718855983,Existing Customer,49.0,4.0,Blue,36.0,3.0,3.0,4.0,1840.0,0.793,4010.0,69.0,0.5,0.00052608,0.99947,13039.0,0.141,11199.0,High School,F,Others,Single
711245433,Attrited Customer,50.0,4.0,Blue,41.0,5.0,3.0,3.0,0.0,0.702,2281.0,41.0,0.367,0.99686,0.00314112,2509.0,0.0,2509.0,Graduate,F,Others,Single
814219008,Existing Customer,65.0,1.0,Blue,56.0,5.0,2.0,2.0,867.0,0.725,3953.0,69.0,0.725,0.0001546,0.99985,1456.0,0.595,589.0,Others,M,$40K - $60K,Single
711916533,Existing Customer,57.0,2.0,Blue,44.0,5.0,1.0,2.0,1884.0,0.77,4734.0,83.0,0.886,6.054e-05,0.99994,5612.0,0.336,3728.0,Others,M,Others,Single
715182108,Existing Customer,51.0,3.0,Blue,35.0,6.0,1.0,3.0,1912.0,0.674,4626.0,78.0,0.773,9.3448e-05,0.99991,3025.0,0.632,1113.0,High School,F,Less than $40K,Married
717078933,Existing Customer,40.0,5.0,Blue,29.0,3.0,2.0,4.0,2517.0,0.652,4256.0,69.0,0.725,0.00033714,0.99966,4205.0,0.599,1688.0,Graduate,F,Less than $40K,Single
719491233,Existing Customer,55.0,1.0,Blue,42.0,6.0,2.0,3.0,2517.0,1.051,4313.0,72.0,0.8,0.0001747,0.99983,3515.0,0.14165517241379308,998.0,College,M,Others,Single
789520533,Existing Customer,52.0,2.0,Blue,44.0,6.0,3.0,2.0,1864.0,0.684,4551.0,65.0,0.667,0.00018494,0.99982,26174.0,0.071,24310.0,Uneducated,M,Others,Single
714738033,Existing Customer,44.0,4.0,Blue,25.0,5.0,3.0,2.0,1044.0,0.781,5428.0,85.0,0.635,0.00018864,0.99981,1602.0,0.652,558.0,Graduate,F,Less than $40K,Married
718576908,Existing Customer,49.0,4.0,Blue,36.0,4.0,1.0,3.0,0.0,0.963,4305.0,63.0,0.658,9.9893e-05,0.9999,7687.937662337662,0.0,8401.517715827338,Uneducated,F,Others,Married
715093383,Existing Customer,49.0,2.0,Blue,41.0,3.0,1.0,3.0,1598.0,0.934,4450.0,68.0,0.545,9.0064e-05,0.99991,2115.0,0.756,517.0,College,F,Less than $40K,Married
717195933,Attrited Customer,42.0,3.0,Blue,30.0,2.0,2.0,3.0,0.0,0.857,2431.0,37.0,0.542,0.99499,0.00501,5298.0,0.0,5298.0,Graduate,M,$60K - $80K,Married
747107508,Existing Customer,56.0,3.0,Blue,49.0,4.0,3.0,1.0,1947.0,0.816,4269.0,88.0,0.76,0.00011256,0.99989,2433.0,0.8,486.0,Graduate,F,Less than $40K,Single
717920583,Existing Customer,60.0,1.0,Blue,49.0,5.0,2.0,2.0,0.0,0.875,4673.0,59.0,0.735,0.00010985,0.99989,1443.0,0.0,1443.0,Uneducated,F,Less than $40K,Others
710516283,Existing Customer,50.0,1.0,Blue,37.0,4.0,1.0,4.0,1792.0,0.626,4134.0,60.0,0.765,0.00014421,0.99986,9758.0,0.184,7966.0,High School,M,Others,Single
787593558,Existing Customer,42.0,3.0,Blue,34.0,6.0,3.0,0.0,2258.0,0.861,3740.0,55.0,0.833,6.8853e-05,0.99993,4562.0,0.495,2304.0,Graduate,M,$80K - $120K,Married
778747608,Existing Customer,65.0,1.0,Blue,46.0,3.0,3.0,2.0,0.0,0.907,4022.0,61.0,0.649,0.00018558,0.99981,1438.3,0.0,1438.3,Others,F,Others,Single
714431058,Existing Customer,41.0,3.0,Blue,36.0,4.0,2.0,4.0,1597.0,0.733,4342.0,72.0,0.674,0.00032945,0.99967,4210.0,0.379,2613.0,College,F,Others,Single
708801108,Attrited Customer,57.0,3.0,Blue,51.0,3.0,0.0,3.0,0.0,0.429,2113.0,38.0,0.267,0.97339,0.02661,1438.3,0.0,1438.3,Uneducated,F,Less than $40K,Single
715948833,Existing Customer,48.0,4.0,Blue,39.0,4.0,2.0,4.0,1353.0,0.612,5031.0,79.0,0.646,0.00034248,0.99966,24931.0,0.054,23578.0,Graduate,M,Others,Married
770667408,Existing Customer,47.0,4.0,Blue,33.0,3.0,1.0,3.0,2382.0,0.67,4768.0,81.0,0.929,9.4455e-05,0.99991,8854.0,0.269,6472.0,College,M,$80K - $120K,Married
823590483,Existing Customer,62.0,0.0,Blue,56.0,3.0,1.0,1.0,1716.0,0.811,4027.0,75.0,0.5,2.8501e-05,0.99997,2230.0,0.77,514.0,Graduate,F,Less than $40K,Others
710635083,Existing Customer,46.0,4.0,Blue,38.0,5.0,1.0,2.0,582.0,0.912,3475.0,52.0,0.733,5.6153e-05,0.99994,28327.0,0.021,27745.0,High School,M,$80K - $120K,Married
716408058,Existing Customer,56.0,2.0,Blue,36.0,5.0,3.0,4.0,1298.0,0.626,3673.0,72.0,0.565,0.00053055,0.99947,2500.0,0.519,1202.0,Uneducated,F,Others,Single
713803158,Existing Customer,41.0,3.0,Blue,33.0,4.0,1.0,3.0,0.0,0.658,4611.0,91.0,0.569,9.3448e-05,0.99991,9246.0,0.0,9246.0,High School,M,$60K - $80K,Single
713593683,Existing Customer,43.0,3.0,Blue,28.0,5.0,3.0,3.0,1583.0,1.061,3504.0,60.0,0.765,0.0003139,0.99969,4831.58309859155,0.142,9572.0,Graduate,F,$40K - $60K,Married
709339758,Existing Customer,43.0,3.0,Blue,30.0,4.0,2.0,3.0,1766.0,0.875,3778.0,84.0,0.75,0.00021834,0.99978,11926.0,0.148,10160.0,Others,M,Others,Single
789382758,Attrited Customer,54.0,3.0,Blue,44.0,6.0,3.0,3.0,0.0,0.519,2050.0,51.0,0.821,0.99683,0.00317458,5501.0,0.0,5501.0,Graduate,M,$40K - $60K,Single
813427833,Existing Customer,45.0,4.0,Blue,40.0,3.0,2.0,1.0,844.0,1.109,4812.0,77.0,0.604,7.1987e-05,0.99993,2110.0,0.4,1266.0,Graduate,F,Less than $40K,Single
717846108,Existing Customer,49.0,4.0,Blue,34.0,5.0,3.0,2.0,904.0,0.627,3734.0,74.0,0.85,0.00019396,0.99981,12994.0,0.07,12090.0,Uneducated,M,$60K - $80K,Married
720968583,Existing Customer,52.0,2.0,Blue,45.0,3.0,1.0,2.0,2095.0,1.1,3226.0,63.0,0.853,6.054e-05,0.99994,29551.0,0.071,8401.517715827338,Others,F,Others,Married
721437333,Attrited Customer,46.0,2.0,Blue,36.0,2.0,2.0,2.0,2517.0,0.605,2027.0,39.0,0.393,0.99129,0.00871,5054.0,0.15385632183908046,2537.0,Graduate,M,$80K - $120K,Single
709134333,Existing Customer,45.0,2.0,Blue,28.0,6.0,2.0,3.0,2253.0,0.722,4674.0,67.0,0.763,0.00019143,0.99981,3136.0,0.718,883.0,Graduate,F,Less than $40K,Others
712630608,Existing Customer,43.0,2.0,Blue,35.0,3.0,3.0,4.0,1549.0,0.683,4430.0,69.0,0.865,0.00050163,0.9995,6109.0,0.254,4560.0,High School,F,Others,Others
712404483,Existing Customer,49.0,2.0,Blue,36.0,4.0,3.0,1.0,2514.0,0.469,5189.0,82.0,0.519,0.00010545,0.99989,3989.0,0.16352702702702704,1475.0,High School,M,$80K - $120K,Married
717812133,Existing Customer,33.0,1.0,Blue,13.0,3.0,1.0,3.0,1243.0,0.709,4006.0,65.0,0.548,8.6952e-05,0.99991,3315.0,0.375,2072.0,Graduate,F,Less than $40K,Others
714926508,Existing Customer,52.0,2.0,Silver,45.0,5.0,4.0,2.0,1938.0,0.807,2275.0,46.0,0.438,0.00019642,0.9998,34516.0,0.056,32578.0,Graduate,M,$80K - $120K,Married
771474108,Existing Customer,40.0,2.0,Blue,28.0,3.0,2.0,2.0,1019.0,0.692,4455.0,63.0,0.658,0.00011703,0.99988,1794.0,0.568,775.0,Uneducated,F,Less than $40K,Married
709774608,Existing Customer,51.0,3.0,Blue,36.0,4.0,3.0,4.0,1582.0,0.44,3464.0,64.0,0.684,0.00058851,0.99941,5993.0,0.264,4411.0,Others,M,$60K - $80K,Married
718802283,Existing Customer,44.0,3.0,Blue,31.0,3.0,2.0,1.0,0.0,0.421,4128.0,82.0,0.491,8.381e-05,0.99992,8320.0,0.0,2609.267761864645,Others,F,Less than $40K,Others
711626658,Attrited Customer,62.0,1.0,Blue,36.0,2.0,3.0,4.0,0.0,0.331,1971.0,45.0,0.25,0.99788,0.00211827,1930.0,0.0,1930.0,High School,F,Less than $40K,Single
789354783,Existing Customer,45.0,3.0,Blue,32.0,5.0,3.0,0.0,1465.0,0.815,4286.0,86.0,0.72,7.5683e-05,0.99992,2329.0,0.629,864.0,Others,F,Less than $40K,Single
720486408,Existing Customer,55.0,1.0,Blue,36.0,3.0,3.0,0.0,756.0,1.012,4436.0,73.0,0.622,6.4038e-05,0.99994,1438.3,0.526,682.3,Uneducated,F,Less than $40K,Single
717793983,Attrited Customer,55.0,3.0,Silver,45.0,2.0,3.0,1.0,0.0,0.71,2503.0,49.0,0.885,0.99026,0.00974,18128.0,0.0,4290.265418994413,Graduate,M,$40K - $60K,Single
718582158,Existing Customer,48.0,2.0,Blue,35.0,3.0,3.0,4.0,1715.0,0.705,4183.0,74.0,0.762,0.00056716,0.99943,10642.0,0.161,8927.0,Others,M,Others,Married
713127708,Existing Customer,38.0,0.0,Blue,26.0,5.0,1.0,4.0,0.0,0.896,3766.0,63.0,0.909,0.00013944,0.99986,2230.0,0.0,2230.0,Uneducated,F,Less than $40K,Married
717112533,Existing Customer,52.0,1.0,Blue,42.0,6.0,2.0,0.0,0.0,0.745,4058.0,88.0,0.725,3.941e-05,0.99996,6946.0,0.0,2609.267761864645,Graduate,F,Less than $40K,Others
713681433,Existing Customer,50.0,2.0,Blue,39.0,5.0,2.0,4.0,874.0,0.775,5007.0,91.0,0.655,0.00031746,0.99968,9716.0,0.09,8842.0,High School,F,Others,Others
718846008,Existing Customer,58.0,0.0,Blue,36.0,6.0,3.0,1.0,1500.0,0.789,3900.0,62.0,0.938,0.00010232,0.9999,4377.0,0.343,2877.0,Others,F,Others,Married
714119283,Attrited Customer,42.0,2.0,Blue,34.0,3.0,3.0,3.0,0.0,0.53,2257.0,51.0,0.545,0.997,0.00299743,2516.0,0.0,2516.0,Others,F,$40K - $60K,Single
713056083,Existing Customer,52.0,2.0,Blue,46.0,4.0,2.0,4.0,0.0,0.775,4037.0,87.0,0.706,0.00031746,0.99968,34516.0,0.0,34516.0,High School,M,Others,Single
718538958,Existing Customer,55.0,3.0,Blue,43.0,6.0,3.0,4.0,0.0,0.729,4564.0,82.0,0.608,0.00052057,0.99948,1844.0,0.0,1844.0,College,F,Less than $40K,Single
710353233,Existing Customer,48.0,3.0,Blue,39.0,4.0,3.0,2.0,1106.0,0.882,4288.0,47.0,0.621,0.00018146,0.99982,13233.0,0.084,12127.0,College,M,$60K - $80K,Others
713853858,Existing Customer,41.0,4.0,Silver,31.0,5.0,2.0,2.0,1433.0,0.758,2589.0,57.0,0.676,0.00011856,0.99988,34516.0,0.042,33083.0,Others,M,$80K - $120K,Married
710342508,Existing Customer,48.0,2.0,Blue,36.0,3.0,3.0,4.0,0.0,0.718,4004.0,76.0,0.652,0.00053055,0.99947,1593.0,0.0,1593.0,Uneducated,F,$40K - $60K,Married
787563858,Existing Customer,50.0,1.0,Blue,41.0,4.0,2.0,3.0,685.0,0.858,3553.0,63.0,0.909,0.00017969,0.99982,3624.686036960986,0.08,2609.267761864645,Graduate,F,Less than $40K,Married
799239033,Attrited Customer,53.0,3.0,Blue,47.0,1.0,3.0,4.0,0.0,0.661,2279.0,46.0,0.533,0.99808,0.00191647,1714.0,0.0,1714.0,High School,F,$40K - $60K,Single
710733183,Existing Customer,46.0,3.0,Blue,36.0,6.0,1.0,2.0,845.0,0.642,3631.0,67.0,0.763,6.7249e-05,0.99993,1438.3,0.587,593.3,Others,M,Others,Others
718489608,Existing Customer,50.0,4.0,Blue,36.0,6.0,2.0,2.0,1948.0,0.752,4668.0,69.0,0.643,0.00011937,0.99988,2433.0,0.801,485.0,Graduate,F,Less than $40K,Married
758824608,Existing Customer,47.0,4.0,Blue,40.0,5.0,2.0,4.0,1746.0,0.853,3370.0,69.0,0.769,0.00035213,0.99965,21148.0,0.083,19402.0,Uneducated,M,$80K - $120K,Married
780984408,Existing Customer,65.0,0.0,Blue,50.0,3.0,3.0,3.0,1953.0,0.891,4070.0,63.0,0.658,0.00028535,0.99971,3665.4709677419355,0.261,5534.0,Others,F,Less than $40K,Others
814483608,Attrited Customer,47.0,4.0,Blue,42.0,1.0,3.0,3.0,2517.0,0.58,1860.0,43.0,0.433,0.99686,0.00314112,5798.0,0.434,3281.0,Graduate,F,Less than $40K,Others
708848208,Existing Customer,52.0,3.0,Blue,40.0,6.0,3.0,2.0,1757.0,0.786,4223.0,81.0,0.653,0.00019191,0.99981,34516.0,0.051,32759.0,Uneducated,M,$80K - $120K,Single
719713683,Existing Customer,52.0,0.0,Blue,37.0,6.0,2.0,2.0,2373.0,0.95,4921.0,81.0,0.62,9.7673e-05,0.9999,7608.0,0.312,5235.0,Graduate,F,Others,Married
715514133,Attrited Customer,44.0,4.0,Blue,31.0,3.0,3.0,4.0,0.0,0.671,1973.0,42.0,0.556,0.99816,0.00184351,2184.0,0.0,2184.0,Graduate,F,Less than $40K,Married
715955208,Existing Customer,35.0,1.0,Blue,26.0,3.0,3.0,2.0,1833.0,0.56,4530.0,72.0,0.846,0.00016413,0.99984,2189.0,0.837,356.0,High School,F,Less than $40K,Single
794707083,Attrited Customer,50.0,2.0,Blue,44.0,5.0,2.0,4.0,0.0,0.639,2131.0,41.0,0.464,0.99686,0.0031388,3495.0,0.0,3495.0,College,M,$80K - $120K,Single
805313808,Attrited Customer,52.0,3.0,Blue,47.0,2.0,2.0,3.0,134.0,0.717,2409.0,38.0,0.31,0.99485,0.00515,8018.0,0.017,7884.0,High School,F,$40K - $60K,Married
772922883,Attrited Customer,41.0,3.0,Blue,22.0,3.0,3.0,4.0,0.0,0.547,1874.0,42.0,0.615,0.9983,0.00169532,20543.0,0.0,20543.0,Others,M,$80K - $120K,Married
715716333,Existing Customer,62.0,0.0,Blue,50.0,6.0,2.0,2.0,0.0,0.894,4273.0,87.0,0.977,9.4951e-05,0.99991,18819.0,0.0,18819.0,High School,F,Others,Single
714502458,Existing Customer,49.0,3.0,Blue,36.0,6.0,2.0,4.0,643.0,0.842,3748.0,79.0,0.646,0.00037246,0.99963,17811.0,0.036,17168.0,Others,M,$60K - $80K,Married
712444533,Existing Customer,43.0,2.0,Blue,36.0,6.0,2.0,0.0,0.0,1.043,3880.0,68.0,0.7,4.0816e-05,0.99996,14418.0,0.0,14418.0,High School,M,$80K - $120K,Single
797748708,Existing Customer,44.0,4.0,Blue,38.0,5.0,3.0,4.0,2024.0,0.988,5001.0,66.0,0.692,0.0005948,0.99941,3936.0,0.514,1912.0,Others,M,$80K - $120K,Single
780203883,Existing Customer,43.0,3.0,Blue,33.0,6.0,3.0,2.0,0.0,0.852,4375.0,73.0,0.622,0.00027008,0.99973,5738.0,0.0,5738.0,Others,F,Others,Others
720616908,Existing Customer,54.0,1.0,Blue,36.0,5.0,1.0,2.0,0.0,0.452,3918.0,67.0,1.094,5.3155e-05,0.99995,34516.0,0.0,34516.0,Uneducated,M,Others,Single
817038333,Existing Customer,55.0,0.0,Blue,40.0,4.0,3.0,4.0,725.0,0.791,4042.0,72.0,0.714,0.00044282,0.99956,1513.0,0.479,788.0,Graduate,F,Less than $40K,Married
713333433,Attrited Customer,49.0,3.0,Blue,41.0,3.0,4.0,4.0,0.0,0.531,1477.0,30.0,0.5,0.9985,0.00149992,18075.0,0.0,18075.0,Uneducated,M,$60K - $80K,Others
710820783,Existing Customer,45.0,4.0,Blue,36.0,6.0,1.0,2.0,0.0,0.668,4246.0,78.0,0.857,5.7762e-05,0.99994,5989.0,0.0,5989.0,Graduate,F,Others,Married
720338658,Existing Customer,56.0,3.0,Blue,42.0,3.0,2.0,2.0,1623.0,0.79,2998.0,60.0,0.622,0.00013897,0.99986,2490.0,0.652,867.0,Others,F,Less than $40K,Single
803938908,Existing Customer,49.0,4.0,Blue,44.0,4.0,2.0,2.0,0.0,0.84,4546.0,81.0,0.884,0.00012274,0.99988,2659.0,0.0,2659.0,Uneducated,F,Less than $40K,Single
787921383,Attrited Customer,53.0,0.0,Silver,44.0,2.0,4.0,4.0,2297.0,0.416,1461.0,43.0,0.536,0.99788,0.0021218,34516.0,0.067,32219.0,High School,M,Others,Single
787849833,Existing Customer,49.0,2.0,Blue,40.0,4.0,2.0,0.0,1672.0,0.799,4205.0,75.0,0.415,4.0816e-05,0.99996,13490.0,0.124,11818.0,High School,M,$80K - $120K,Married
721143258,Existing Customer,46.0,1.0,Blue,33.0,6.0,4.0,3.0,798.0,0.703,4804.0,66.0,0.535,0.00033359,0.99967,1664.0,0.48,866.0,High School,M,$40K - $60K,Single
709335558,Existing Customer,49.0,3.0,Blue,37.0,6.0,3.0,3.0,1643.0,0.798,3367.0,65.0,0.806,0.00032275,0.99968,7753.0,0.212,6110.0,Uneducated,M,Others,Married
806619333,Existing Customer,36.0,3.0,Blue,31.0,4.0,2.0,3.0,2085.0,1.035,5154.0,80.0,0.86,0.00019311,0.99981,2909.0,0.717,824.0,High School,F,Less than $40K,Single
719378658,Existing Customer,57.0,3.0,Silver,36.0,6.0,3.0,4.0,1384.0,0.887,4745.0,69.0,0.605,0.00048382,0.99952,34516.0,0.04,33132.0,Graduate,M,$80K - $120K,Others
720670458,Existing Customer,52.0,2.0,Blue,45.0,3.0,1.0,3.0,1560.0,0.894,3496.0,58.0,0.871,0.00010183,0.9999,3476.0,0.449,1916.0,Others,F,$40K - $60K,Single
716955783,Existing Customer,52.0,2.0,Blue,36.0,6.0,2.0,2.0,1160.0,0.386,4418.0,59.0,0.639,0.00011382,0.99989,16026.0,0.072,14866.0,Graduate,M,$80K - $120K,Single
817970208,Existing Customer,45.0,1.0,Blue,40.0,4.0,3.0,2.0,1334.0,0.886,4501.0,67.0,0.675,0.0001736,0.99983,2705.0,0.493,1371.0,Uneducated,M,Less than $40K,Others
708506508,Existing Customer,54.0,3.0,Blue,43.0,5.0,3.0,2.0,1144.0,0.783,4887.0,90.0,0.698,0.00018145,0.99982,2884.0,0.1415263157894737,1740.0,High School,M,Others,Married
750147483,Existing Customer,49.0,2.0,Blue,37.0,6.0,1.0,4.0,2517.0,0.723,5320.0,62.0,0.771,0.00015363,0.99985,24299.0,0.104,21782.0,High School,M,$80K - $120K,Single
715540233,Existing Customer,43.0,3.0,Blue,34.0,6.0,1.0,2.0,2276.0,0.801,4615.0,79.0,0.837,5.7151e-05,0.99994,20755.0,0.11,18479.0,Graduate,M,$60K - $80K,Single
807584958,Attrited Customer,50.0,3.0,Blue,45.0,2.0,2.0,5.0,0.0,0.637,1882.0,39.0,0.345,0.99834,0.00165524,21096.0,0.0,21096.0,Uneducated,M,$60K - $80K,Married
720686583,Existing Customer,46.0,3.0,Blue,37.0,5.0,3.0,4.0,0.0,0.531,4487.0,73.0,0.431,0.00052052,0.99948,6457.0,0.0,6457.0,High School,M,Others,Others
820637433,Existing Customer,45.0,3.0,Blue,40.0,5.0,2.0,3.0,0.0,0.467,4041.0,66.0,0.571,0.00019311,0.99981,1603.0,0.0,1603.0,High School,F,Less than $40K,Married
716346183,Existing Customer,43.0,3.0,Blue,37.0,3.0,6.0,3.0,1557.0,0.621,4169.0,72.0,0.5,0.00027238,0.99973,9051.0,0.172,7494.0,Others,F,Others,Others
715405758,Attrited Customer,50.0,1.0,Blue,42.0,5.0,0.0,4.0,0.0,0.792,2383.0,42.0,0.448,0.98161,0.01839,10057.0,0.0,10057.0,High School,F,Others,Single
710094108,Existing Customer,33.0,3.0,Blue,27.0,6.0,2.0,3.0,1725.0,0.686,5212.0,79.0,0.646,0.00019864,0.9998,2043.0,0.17756462585034014,318.0,Graduate,M,$60K - $80K,Single
713168733,Existing Customer,65.0,0.0,Blue,56.0,6.0,3.0,3.0,2403.0,0.636,3887.0,61.0,0.419,0.00028535,0.99971,2802.0,0.858,399.0,Others,F,Less than $40K,Single
708614058,Existing Customer,56.0,2.0,Blue,45.0,4.0,2.0,4.0,1690.0,0.63,3870.0,67.0,0.558,0.00032656,0.99967,1960.0,0.862,270.0,Graduate,F,Less than $40K,Others
718088133,Existing Customer,40.0,3.0,Blue,36.0,6.0,1.0,0.0,1061.0,1.062,1901.0,27.0,1.25,2.3172e-05,0.99998,2348.0,0.452,1287.0,Others,F,Less than $40K,Others
720614658,Existing Customer,40.0,2.0,Blue,25.0,6.0,4.0,2.0,0.0,0.49,3879.0,95.0,0.583,0.00021132,0.99979,2978.0,0.0,2978.0,High School,M,$60K - $80K,Others
716695533,Existing Customer,49.0,3.0,Blue,29.0,3.0,3.0,3.0,1557.0,0.738,3875.0,75.0,0.974,0.00030519,0.99969,2017.0,0.772,460.0,College,F,Less than $40K,Married
717091533,Existing Customer,29.0,1.0,Blue,36.0,5.0,2.0,3.0,1172.0,0.657,4253.0,84.0,0.75,0.00017969,0.99982,13613.0,0.086,12441.0,Graduate,F,Others,Single
713231658,Existing Customer,45.0,2.0,Blue,33.0,6.0,2.0,3.0,1117.0,0.914,3744.0,52.0,0.793,0.00027701,0.99972,5553.0,0.201,4436.0,Others,F,Less than $40K,Single
715675458,Existing Customer,51.0,1.0,Blue,41.0,6.0,1.0,2.0,578.0,0.55,3837.0,85.0,0.604,5.0256e-05,0.99995,6346.0,0.091,5768.0,High School,M,$80K - $120K,Others
712463883,Existing Customer,45.0,2.0,Silver,38.0,4.0,2.0,3.0,1406.0,1.261,3342.0,63.0,0.969,0.00019013,0.99981,34516.0,0.041,33110.0,Others,M,Others,Married
708489258,Existing Customer,40.0,3.0,Blue,27.0,5.0,3.0,3.0,988.0,0.556,3561.0,72.0,0.5,0.0003139,0.99969,1438.3,0.687,450.3,Graduate,F,Less than $40K,Married
708403308,Existing Customer,37.0,3.0,Silver,24.0,3.0,1.0,3.0,1663.0,0.646,4392.0,68.0,0.511,9.5471e-05,0.9999,15133.0,0.11,4290.265418994413,Others,M,$40K - $60K,Single
769684158,Existing Customer,42.0,4.0,Blue,36.0,3.0,3.0,2.0,1488.0,0.56,3763.0,75.0,0.875,0.0001834,0.99982,2502.0,0.595,1014.0,College,M,$40K - $60K,Single
710349258,Existing Customer,45.0,3.0,Blue,36.0,3.0,2.0,2.0,2052.0,0.636,4133.0,68.0,0.789,0.00011482,0.99989,2589.0,0.793,537.0,High School,F,Less than $40K,Single
713940033,Existing Customer,47.0,3.0,Blue,36.0,5.0,1.0,3.0,1460.0,0.599,3514.0,79.0,0.646,9.6126e-05,0.9999,2049.0,0.713,589.0,Graduate,F,Less than $40K,Single
713482608,Existing Customer,47.0,4.0,Blue,35.0,6.0,1.0,2.0,751.0,1.096,4060.0,79.0,0.975,5.6158e-05,0.99994,3560.0,0.211,2809.0,College,M,$40K - $60K,Married
714571008,Existing Customer,49.0,3.0,Blue,36.0,3.0,2.0,3.0,0.0,1.044,4553.0,78.0,1.167,0.00021834,0.99978,1438.3,0.0,1438.3,Others,F,Less than $40K,Married
715354008,Existing Customer,43.0,3.0,Blue,36.0,6.0,1.0,2.0,0.0,0.936,3785.0,68.0,0.7,5.7151e-05,0.99994,25937.0,0.0,25937.0,Graduate,M,Others,Others
819363708,Existing Customer,43.0,1.0,Blue,38.0,4.0,2.0,3.0,1482.0,0.868,3909.0,67.0,0.675,0.00021143,0.99979,2387.0,0.15896875,905.0,Others,M,$60K - $80K,Single
